ImageName	Component	Script	Text
img0001.png	Text	Bengali	"ঈদ"
img0002.png	Text	Bengali	"আলম"
img0003.png	Text	Bengali	"পাণ্ডব"
img0004.png	Text	Bengali	"দিনের"
img0005.png	Text	Bengali	"বেলা"
img0006.png	Text	Bengali	"ডেঙ্গু"
img0007.png	Text	Bengali	"আক্রান্ত"
img0008.png	Text	Bengali	"এলাকায়"
img0009.png	Text	Bengali	"জ্বরের"
img0010.png	Text	Bengali	"হলে"
img0011.png	Text	Bengali	"অযথা"
img0012.png	Text	Bengali	"আতঙ্কিত"
img0013.png	Text	Bengali	"বাড়ি"
img0014.png	Text	Bengali	"শান্তিনিকেতন"
img0015.png	Text	Bengali	"আদেশানুসারে"
img0016.png	Text	Bengali	"প্রযোজিত"
img0017.png	Text	Bengali	"চলছে"
img0018.png	Text	Bengali	"রাজারহাট"
img0019.png	Text	Bengali	"জা"
img0020.png	Text	Bengali	"মহুয়া"
img0021.png	Text	Bengali	"পাবলিশার্স"
img0022.png	Text	Bengali	"সম্পাদিত"
img0023.png	Text	Bengali	"১২"
img0024.png	Text	Bengali	"বাসনালয়"
img0025.png	Text	Bengali	"কলেজ"
img0026.png	Text	Bengali	"কলকাতা"
img0027.png	Text	Bengali	"মোবাইল"
img0028.png	Text	Bengali	"পাণ্ডব"
img0029.png	Text	Bengali	"খড়িবাড়ী"
img0030.png	Text	Bengali	"কাকাবাবু"
img0031.png	Text	Bengali	"তারায়"
img0032.png	Text	Bengali	"ভাবনায়"
img0033.png	Text	Bengali	"চলচ্চিত্র"
img0034.png	Text	Bengali	"উৎসব"
img0035.png	Text	Bengali	"মোঃ"
img0036.png	Text	Bengali	"সল্টলেক"
img0037.png	Text	Bengali	"ষ্টেডিয়ামে"
img0038.png	Text	Bengali	"করার"
img0039.png	Text	Bengali	"পরিকল্পনা"
img0040.png	Text	Bengali	"আমিনপুর"
img0041.png	Text	Bengali	"ঝরা"
img0042.png	Text	Bengali	"পালক"
img0043.png	Text	Bengali	"ধূসর"
img0044.png	Text	Bengali	"পান্ডুলিপি"
img0045.png	Text	Bengali	"ভ্রমন"
img0046.png	Text	Bengali	"সামনে"
img0047.png	Text	Bengali	"বাংলা"
img0048.png	Text	Bengali	"সেন"
img0049.png	Text	Bengali	"মহাপৃথিবী"
img0050.png	Text	Bengali	"সোন্ডালিয়া"
